protein,pfam_name,pfam_accession,evalue,score
NP_418051.1,HEAT_2,PF13646,1.4e-22,80.4
NP_418051.1,HEAT,PF02985,5.6e-17,60.8
NP_418051.1,PPP2R1A-like_HEAT,PF22646,2.5e-06,28.4
NP_418051.1,HEAT_PBS,PF03130,1.6e-05,25.5
NP_418054.1,BSH_RND,PF25917,7.8e-09,35.9
NP_418054.1,Beta-barrel_RND_2,PF25954,1.9e-06,28.6
NP_418055.1,DUF3302,PF11742,3e-41,140.0
NP_418056.1,PTS_EIIA_2,PF00359,1.8e-33,116.1
NP_418056.1,PTS_EIIC,PF02378,6.1e-25,88.5
NP_418056.1,PTS_IIB,PF02302,1.6e-10,42.0
NP_418057.1,Mannitol_dh,PF01232,3.2e-70,236.7
NP_418057.1,Mannitol_dh_C,PF08125,1.1e-56,192.0
NP_418058.1,MtlR,PF05068,4.8e-68,228.8
NP_418059.1,DUF2810,PF10928,1.9e-32,111.7
NP_418060.1,Lactate_perm,PF02652,2.6e-236,786.0
NP_418061.1,FCD,PF07729,2.4e-24,86.7
NP_418061.1,GntR,PF00392,4.2e-22,78.2
NP_418062.1,FMN_dh,PF01070,8.1e-128,426.9
NP_418063.1,SpoU_methylase,PF00588,2e-33,116.1
NP_418064.1,SATase_N,PF06426,9.7e-40,135.7
NP_418064.1,Hexapep,PF00132,3.2e-11,43.0
NP_418065.1,NAD_Gly3P_dh_C,PF07479,3.3e-57,193.3
NP_418065.1,NAD_Gly3P_dh_N,PF01210,5.8e-54,182.9
NP_418065.1,GPD_NAD_C_bact,PF20618,8.7e-26,90.9
NP_418065.1,ApbA,PF02558,4.7e-10,39.9
NP_418065.1,F420_oxidored,PF03807,2.4e-06,28.7
NP_418065.1,NAD_binding_2,PF03446,0.00024,21.8
NP_418066.1,SecB,PF02556,2.8e-58,196.4
NP_418067.1,Glutaredoxin,PF00462,1.4e-24,86.6
NP_418067.1,GST_N_3,PF13417,2.8e-07,31.4
NP_418067.1,GST_N_2,PF13409,5.9e-06,27.4
NP_418068.1,Rhodanese,PF00581,8e-20,71.8
NP_418069.1,Metalloenzyme,PF01676,2.4e-91,306.3
NP_418069.1,iPGM_N,PF06415,4.6e-86,288.4
NP_418070.6,Peptidase_M23,PF01551,1.3e-28,99.6
NP_418071.4,Polysacc_deac_2,PF04748,4.5e-76,255.2
NP_418072.1,Glycos_transf_2,PF00535,1.8e-38,132.7
NP_418072.1,Glyco_tranf_2_2,PF10111,8.9e-12,45.6
NP_418072.1,Glyco_tranf_2_3,PF13641,6.7e-11,42.9
NP_418073.1,ADH_N,PF08240,5.9e-30,104.2
NP_418073.1,ADH_zinc_N,PF00107,2.5e-29,102.4
NP_418073.1,ADH_zinc_N_2,PF13602,3.6e-06,28.5
NP_418074.1,Aminotran_1_2,PF00155,1.8e-78,264.9
NP_418074.1,DegT_DnrJ_EryC1,PF01041,0.00011,22.2
NP_418075.2,HtrL_YibB,PF09612,8.8e-131,435.9
NP_418076.1,Epimerase,PF01370,3.4e-45,154.9
NP_418076.1,GDP_Man_Dehyd,PF16363,7.7e-22,78.8
NP_418076.1,3Beta_HSD,PF01073,5e-13,49.3
NP_418076.1,RmlD_sub_bind,PF04321,1.8e-09,37.7
NP_418076.1,NAD_binding_4,PF07993,8.1e-06,25.8
NP_418076.1,Polysacc_synt_2,PF02719,0.00011,22.1
NP_418077.1,Glyco_transf_9,PF01075,2.4e-88,296.2
NP_418078.1,Glyco_transf_9,PF01075,1.6e-82,277.2
NP_418079.1,Wzy_C,PF04932,1.3e-12,48.3
NP_418080.1,Glyco_transf_9,PF01075,1.7e-09,37.9
NP_418081.1,WaaZ_KDO_III,PF27901,3.5e-133,443.2
NP_418082.1,WaaY,PF06176,1.6e-134,447.3
NP_418082.1,ABC1,PF03109,3.7e-06,26.9
NP_418083.1,Glyco_transf_8,PF01501,1.8e-63,215.1
NP_418083.1,Glyco_transf_8C,PF08437,6e-24,84.4
NP_418083.1,Glyco_transf_24,PF18404,1e-07,32.3
NP_418084.1,Glyco_transf_8,PF01501,4.2e-77,259.7
NP_418084.1,Glyco_transf_8C,PF08437,1.8e-23,82.9
NP_418085.2,Glycos_transf_1,PF00534,1.6e-24,86.9
NP_418085.2,Glyco_trans_1_4,PF13692,2.9e-20,73.6
NP_418085.2,Glyco_transf_4,PF13439,5.8e-12,46.5
NP_418087.1,Kdo,PF06293,5.6e-69,232.3
NP_418088.1,Glycos_transf_1,PF00534,2.4e-43,148.2
NP_418088.1,Glyco_trans_1_4,PF13692,1.9e-19,71.0
NP_418088.1,GT4-conflict,PF20706,4.8e-12,46.1
NP_418088.1,Glyco_transf_4,PF13439,2.4e-08,34.8
NP_418089.1,Glyco_transf_9,PF01075,1.1e-83,281.0
NP_418090.1,Glycos_transf_N,PF04413,1.5e-72,243.5
NP_418090.1,Glycos_transf_1,PF00534,1.5e-06,28.5
NP_418091.1,CTP_transf_like,PF01467,2.7e-31,109.1
NP_418091.1,Citrate_ly_lig,PF08218,5.4e-07,30.0
NP_418092.1,Fapy_DNA_glyco,PF01149,9.9e-37,126.7
NP_418092.1,H2TH,PF06831,1.4e-33,115.3
NP_418092.1,zf-FPG_IleRS,PF06827,1.3e-08,35.1
NP_418093.1,Ribosomal_L33,PF00471,3.3e-19,69.5
NP_418094.1,Ribosomal_L28,PF00830,1.1e-26,93.1
NP_418095.4,RadC,PF04002,2.4e-45,154.0
NP_418095.4,UPF0758_N,PF20582,6.8e-21,74.7
NP_418096.4,DFP,PF04127,7e-83,278.1
NP_418096.4,Flavoprotein,PF02441,1.9e-31,109.4
NP_418097.2,dUTPase,PF00692,3.9e-44,150.1
NP_418097.2,DCD,PF22769,6.4e-11,43.2
NP_418098.4,SlmA-like_C,PF22276,6.2e-50,168.8
NP_418098.4,TetR_N,PF00440,4.9e-09,36.4
NP_418099.1,Pribosyltran,PF00156,2e-09,37.5
NP_418101.1,YicC-like_N,PF03755,2.3e-45,155.4
NP_418101.1,YicC-like_C,PF08340,2.6e-39,134.6
NP_418102.2,Bro-N,PF02498,5.5e-07,30.7
NP_418103.4,Gly_transporter,PF03458,1.4e-43,147.2
NP_418104.2,DNA_ligase_aden,PF01653,6.8e-23,82.1
NP_418104.2,OB_DNA_ligase,PF03120,2.5e-21,75.9
NP_418105.1,Guanylate_kin,PF00625,3.4e-72,242.6
NP_418106.1,RNA_pol_Rpb6,PF01192,6.2e-19,68.4
NP_418107.1,HD_4,PF13328,2.8e-53,180.4
NP_418107.1,RelA_SpoT,PF04607,1.9e-42,144.7
NP_418107.1,RelA_RIS,PF28438,2.3e-22,79.1
NP_418107.1,TGS,PF02824,4.7e-22,78.4
NP_418107.1,ACT_4,PF13291,1.6e-16,61.3
NP_418107.1,HD,PF01966,3.2e-14,53.8
NP_418107.1,RelA_AH,PF19296,1.8e-09,37.9
NP_418108.1,SpoU_methylase,PF00588,2.5e-39,135.2
NP_418108.1,SpoU_methylas_C,PF12105,3.3e-24,84.9
NP_418109.1,DEAD,PF00270,3.9e-26,92.4
NP_418109.1,Helicase_C,PF00271,9.4e-22,77.9
NP_418109.1,RecG_wedge,PF17191,4.8e-20,72.4
NP_418109.1,ResIII,PF04851,1e-11,45.6
NP_418109.1,RecG_dom3_C,PF19833,1.2e-10,41.8
NP_418109.1,tRNA_anti-codon,PF01336,1.2e-09,38.6
NP_418109.1,AAA_30,PF13604,4.9e-07,30.3
NP_418109.1,SecA_DEAD,PF07517,3.5e-06,27.1
NP_418110.1,Glt_symporter,PF03616,1.4e-164,547.8
NP_418111.1,Xan_ur_permease,PF00860,4.2e-114,381.9
NP_418112.1,AsmA,PF05170,3.9e-13,49.6
NP_418113.1,Glyco_hydro_31_2nd,PF01055,1.6e-95,320.7
NP_418113.1,Gal_mutarotas_2,PF13802,4.4e-27,96.1
NP_418113.1,Glyco_hydro_31_3rd,PF21365,1.3e-23,83.9
NP_418114.4,MFS_2,PF13347,1.5e-90,304.4
NP_418115.1,MFS_1,PF07690,5.4e-41,141.3
NP_418115.1,MFS_1_like,PF12832,5.8e-09,36.1
NP_418116.1,EamA,PF00892,1.9e-42,145.3
NP_418117.1,Lipoprotein_9,PF03180,6.8e-94,314.0
NP_418118.2,MFS_1,PF07690,5.2e-40,138.0
NP_418119.2,DUF1198,PF06711,4.9e-72,241.2
NP_418120.2,Xan_ur_permease,PF00860,9.5e-45,153.5
NP_418121.1,Adenine_deam_C,PF13382,1.9e-54,184.3
NP_418121.1,Amidohydro_1,PF01979,4.2e-39,135.4
NP_418121.1,Amidohydro_3,PF07969,5.5e-11,43.2
NP_418122.1,MFS_1,PF07690,8.1e-36,124.2
NP_418123.2,MFS_1,PF07690,5.8e-54,183.9
NP_418124.4,MASE1,PF05231,2.5e-16,60.3
NP_418124.4,HisKA_3,PF07730,1e-14,55.4
NP_418124.4,HATPase_c,PF02518,1.4e-11,45.4
NP_418125.1,Response_reg,PF00072,8.8e-25,87.6
NP_418125.1,GerE,PF00196,1.1e-22,80.0
NP_418125.1,HTH_23,PF13384,2.3e-05,24.6
NP_418126.1,ACT_AHAS_ss,PF22629,1.3e-30,105.9
NP_418126.1,ACT,PF01842,2e-11,44.0
NP_418126.1,ACT_5,PF13710,1.4e-10,41.3
NP_418127.1,TPP_enzyme_C,PF02775,2.9e-51,173.8
NP_418127.1,TPP_enzyme_M,PF00205,2.7e-47,160.5
NP_418127.1,TPP_enzyme_N,PF02776,1.2e-40,138.6
NP_418128.1,IlvB_leader,PF08049,2.3e-20,72.6
NP_418129.2,MFS_1,PF07690,1e-41,143.6
NP_418129.2,TRI12,PF06609,4.8e-06,25.9
NP_418131.1,DUF202,PF02656,1e-11,45.7
NP_418132.1,DUF202,PF02656,2.5e-19,70.1
NP_418133.1,Uncharacterised_IM_YidI,PF27700,1.8e-98,326.9
NP_418134.1,Sulfatase,PF00884,1.2e-72,245.4
NP_418134.1,SGSH_C,PF16347,1e-16,62.0
NP_418135.1,SSF,PF00474,1.2e-49,169.9
NP_418136.2,HTH_AraC,PF00165,5.3e-18,65.3
NP_418136.2,HTH_18,PF12833,5.9e-17,62.3
NP_418136.2,AraC_binding,PF02311,6.7e-07,29.7
NP_418139.1,UTRA,PF07702,9.7e-31,107.0
NP_418139.1,GntR,PF00392,7.6e-21,74.1
NP_418139.1,HTH_11,PF08279,4e-06,27.2
NP_418139.1,HTH_DeoR,PF08220,2.2e-05,24.7
NP_418140.4,Asp-Al_Ex,PF06826,7.6e-90,299.7
NP_418140.4,TrkA_C,PF02080,2.3e-19,69.7
NP_418141.2,HSP20,PF00011,2.6e-22,79.4
NP_418142.1,HSP20,PF00011,3e-24,85.6
NP_418143.2,DUF1375,PF07119,4.9e-08,33.7
NP_418144.3,DUF3748,PF12566,2e-58,196.3
NP_418144.3,PD40,PF07676,6.3e-05,23.4
NP_418145.2,FAD_binding_3,PF01494,3.1e-09,37.1
NP_418145.2,DAO,PF01266,5.7e-08,33.3
NP_418146.4,MFS_1,PF07690,6.4e-66,223.2
NP_418146.4,Sugar_tr,PF00083,3.6e-08,33.3
NP_418148.1,DGOK,PF05035,8.3e-97,324.2
NP_418152.1,Hydrolase_3,PF08282,3.4e-67,227.5
NP_418152.1,S6PP,PF05116,5.9e-16,59.4
NP_418152.1,Hydrolase,PF00702,5.6e-12,47.0
NP_418153.4,YidB,PF20159,9.9e-16,58.6
NP_418155.1,SMC_N,PF02463,1.2e-48,166.1
NP_418155.1,AAA_15,PF13175,1.2e-09,38.8
NP_418155.1,AAA_23,PF13476,1.6e-08,36.1
NP_418155.1,AAA_21,PF13304,3.6e-07,31.0
NP_418155.1,AAA_27,PF13514,1.3e-05,25.4
NP_418156.1,DNA_pol3_beta,PF00712,2.7e-49,166.9
NP_418156.1,DNA_pol3_beta_2,PF02767,1.4e-47,161.4
NP_418156.1,DNA_pol3_beta_3,PF02768,5.1e-46,156.0
NP_418157.1,Bac_DnaA,PF00308,4.5e-75,251.9
NP_418157.1,Bac_DnaA_C,PF08299,8e-34,116.1
NP_418157.1,DnaA_N,PF11638,8.8e-20,70.8
NP_418157.1,IstB_IS21,PF01695,2.7e-07,30.9
NP_418157.1,AAA,PF00004,1.6e-06,29.2
NP_418157.1,Hda_lid,PF22688,1.6e-06,28.6
NP_418158.1,Ribosomal_L34,PF00468,2.6e-24,85.4
NP_418159.1,Ribonuclease_P,PF00825,3.7e-33,114.4
NP_418161.1,YidC_periplas,PF14849,4.9e-91,306.2
NP_418161.1,60KD_IMP,PF02096,6.5e-80,268.0
NP_418162.1,MnmE_helical,PF12631,5.6e-64,216.7
NP_418162.1,TrmE_N,PF10396,3.7e-37,127.7
NP_418162.1,MMR_HSR1,PF01926,1.5e-26,93.3
NP_418162.1,FeoB_N,PF02421,3.9e-08,33.5
NP_418163.1,Tna_leader,PF08053,4.1e-20,71.1
NP_418164.4,Beta_elim_lyase,PF01212,1.3e-83,281.3
NP_418164.4,Aminotran_1_2,PF00155,0.00057,19.8
NP_418165.1,Trp_Tyr_perm,PF03222,7.5e-153,509.9
NP_418166.1,MFS_1,PF07690,1.2e-44,153.3
NP_418166.1,Sugar_tr,PF00083,4.6e-13,49.4
NP_418166.1,TRI12,PF06609,8.3e-07,28.4
NP_418167.1,LysR_substrate,PF03466,3.3e-16,59.9
NP_418167.1,HTH_1,PF00126,1.7e-13,50.9
NP_418169.1,FMN_red,PF03358,1.4e-43,148.7
NP_418169.1,Flavodoxin_2,PF02525,4.3e-09,37.0
NP_418170.1,Xan_ur_permease,PF00860,1.2e-42,146.6
NP_418171.1,Hydrolase,PF00702,2.5e-22,80.8
NP_418171.1,HAD_2,PF13419,5.8e-20,72.6
NP_418172.1,CBRB,PF26516,3.8e-64,215.7
NP_418173.1,UPF0167,PF03691,2.5e-69,233.1
NP_418175.3,Esterase,PF00756,1.7e-18,67.9
NP_418175.3,CBM_48,PF02922,2.6e-07,31.4
NP_418176.1,LamB,PF02264,6.7e-95,319.8
NP_418176.1,Sugarporin_N,PF11471,8.8e-12,45.6
NP_418177.1,Glyco_hydro_1,PF00232,1.5e-161,538.6
NP_418178.1,PTS_EIIA_1,PF00358,3.5e-46,156.6
NP_418178.1,PTS_EIIC,PF02378,2.1e-33,116.4
NP_418178.1,PTS_EIIB,PF00367,1.1e-15,57.3
NP_418179.1,PRD,PF00874,2.2e-46,156.7
NP_418179.1,CAT_RBD,PF03123,2.8e-22,79.0
NP_418180.1,PhoU,PF01895,2.8e-43,146.8
NP_418181.1,ABC_tran,PF00005,3.2e-35,122.3
NP_418181.1,AAA_21,PF13304,2.7e-09,38.0
NP_418182.1,BPD_transp_1,PF00528,2.6e-27,96.3
NP_418183.1,BPD_transp_1,PF00528,7.5e-15,55.7
NP_418184.1,PBP_like_2,PF12849,4.5e-36,125.5
NP_418185.1,SIS,PF01380,3.5e-67,224.8
NP_418185.1,GATase_6,PF13522,1.9e-19,70.6
NP_418185.1,GATase_7,PF13537,5.5e-15,56.1
NP_418185.1,GATase_4,PF13230,7.2e-06,25.7
NP_418186.1,Hexapep,PF00132,5.5e-30,102.4
NP_418186.1,NTP_transf_3,PF12804,7.6e-20,72.3
NP_418186.1,GMPPB_C,PF25087,7.7e-14,52.0
NP_418186.1,NTP_transferase,PF00483,1.2e-12,48.6
NP_418186.1,Hexapep_2,PF14602,1e-08,35.3
NP_418186.1,IspD,PF01128,2.6e-06,27.9
NP_418187.1,ATP-synt_DE_N,PF02823,5.5e-32,110.2
NP_418187.1,ATP-synt_DE,PF00401,1.9e-15,57.3
NP_418188.1,ATP-synt_ab,PF00006,1.1e-71,241.4
NP_418188.1,ATP-synt_ab_N,PF02874,3.3e-18,66.5
NP_418188.1,ATP-synt_VA_C,PF22919,8.2e-17,61.7
NP_418189.1,ATP-synt,PF00231,1.5e-106,356.9
NP_418190.1,ATP-synt_ab,PF00006,7.5e-81,271.4
NP_418190.1,ATP-synt_ab_C,PF00306,7.2e-46,156.2
NP_418190.1,ATP-synt_ab_N,PF02874,6.3e-12,46.4
NP_418191.1,OSCP,PF00213,4.7e-48,164.1
NP_418192.1,ATP-synt_B,PF00430,2.6e-40,138.1
NP_418193.1,ATP-synt_C,PF00137,7.3e-13,49.1
NP_418194.1,ATP-synt_A,PF00119,8.3e-57,193.1
NP_418195.2,ATP-synt_I,PF03899,4.5e-15,56.5
NP_418196.1,GidB,PF02527,1.1e-69,234.1
NP_418196.1,Methyltransf_31,PF13847,1.1e-07,32.3
NP_418197.1,GIDA,PF01134,1.3e-176,588.1
NP_418197.1,GIDA_C_1st,PF21680,1.5e-30,106.4
NP_418197.1,SAM_GIDA_C,PF13932,8.5e-24,84.1
NP_418197.1,FAD_oxidored,PF12831,6.1e-08,32.9
NP_418197.1,FAD_binding_2,PF00890,3.3e-07,30.4
NP_418197.1,AlaDh_PNT_C,PF01262,1.8e-05,24.9
NP_418198.1,Flavodoxin_1,PF00258,9.6e-29,101.0
NP_418199.1,AsnC_trans_reg,PF01037,4.2e-19,68.8
NP_418199.1,HTH_24,PF13412,2.2e-14,53.3
NP_418199.1,HTH_AsnC-type,PF13404,2.1e-13,50.4
NP_418200.1,AsnA,PF03590,5.7e-94,314.7
NP_418202.4,bpMoxR,PF20030,1.6e-56,191.2
NP_418202.4,LARA_dom,PF20265,1.1e-40,138.7
NP_418202.4,AAA_5,PF07728,5.7e-28,98.2
NP_418202.4,ATPase_RavA_C,PF12592,6.2e-24,84.4
NP_418202.4,AAA_lid_8,PF17868,2.7e-21,75.7
NP_418202.4,Mg_chelatase,PF01078,0.0003,20.8
NP_418204.2,RbsD_FucU,PF05025,1e-46,159.4
NP_418205.1,ABC_tran,PF00005,9.2e-60,201.8
NP_418205.1,AAA_21,PF13304,8.6e-09,36.4
NP_418206.1,BPD_transp_2,PF02653,5.9e-45,154.1
NP_418207.1,Peripla_BP_4,PF13407,6.5e-60,203.4
NP_418207.1,Peripla_BP_1,PF00532,6.7e-26,92.0
NP_418207.1,Peripla_BP_3,PF13377,1.9e-13,51.4
NP_418207.1,Peripla_BP_6,PF13458,7.8e-08,32.9
NP_418208.1,PfkB,PF00294,2.4e-80,270.7
NP_418208.1,Phos_pyr_kin,PF08543,2.1e-15,57.4
NP_418209.1,Peripla_BP_3,PF13377,2.5e-39,135.6
NP_418209.1,Peripla_BP_1,PF00532,3.5e-35,122.4
NP_418209.1,LacI,PF00356,4.1e-21,75.1
NP_418209.1,Peripla_BP_4,PF13407,3.1e-19,70.1
NP_418210.1,MFS_1,PF07690,1.1e-47,163.3
NP_418210.1,MFS_3,PF05977,1.6e-06,27.4
NP_418213.1,DUF413,PF04219,1.7e-38,131.1
NP_418214.2,Mg_chelatase,PF01078,1.4e-89,299.6
NP_418214.2,ChlI,PF13541,1.7e-44,151.2
NP_418214.2,Mg_chelatase_C,PF13335,9.6e-31,106.8
NP_418214.2,AAA_5,PF07728,2.5e-12,47.6
NP_418214.2,MCM,PF00493,9.4e-12,45.1
NP_418214.2,Sigma54_activat,PF00158,3.6e-05,24.1
NP_418214.2,AAA,PF00004,0.00029,21.9
NP_418215.1,IlvGEDA_leader,PF08046,9.3e-21,73.4
NP_418217.1,ACT_5,PF13710,3.7e-27,94.4
NP_418220.1,PALP,PF00291,5.7e-79,266.1
NP_418220.1,Thr_dehydrat_C,PF00585,8.6e-58,192.7
NP_418221.1,LysR_substrate,PF03466,3.7e-37,128.3
NP_418221.1,HTH_1,PF00126,3.8e-23,81.8
NP_418222.1,KARI_N,PF07991,2.6e-56,190.3
NP_418222.1,KARI_C,PF01450,4.5e-43,147.6
NP_418223.1,Rotamase_3,PF13616,5.7e-20,72.5
NP_418223.1,Rotamase,PF00639,1.8e-19,71.1
NP_418227.1,DEAD,PF00270,1.8e-43,148.8
NP_418227.1,Helicase_C,PF00271,2.1e-31,109.0
NP_418227.1,ResIII,PF04851,3.9e-05,24.2
NP_418228.2,Thioredoxin,PF00085,2.1e-34,118.2
NP_418228.2,Thioredoxin_2,PF13098,1.9e-08,35.2
NP_418230.1,Rho_RNA_bind,PF07497,1.7e-34,118.0
NP_418230.1,ATP-synt_ab,PF00006,1.1e-26,94.4
NP_418230.1,Rho_N,PF07498,3.5e-16,59.5
NP_418231.1,Glycos_transf_4,PF00953,1.3e-30,107.0
NP_418232.2,Wzz,PF02706,7.1e-15,55.7
NP_418236.1,NTP_transferase,PF00483,3.8e-81,272.9
NP_418236.1,NTP_transf_3,PF12804,2.1e-08,35.1
NP_418238.1,DegT_DnrJ_EryC1,PF01041,1.2e-86,291.8
NP_418238.1,Aminotran_1_2,PF00155,4.9e-11,43.0
NP_418238.1,Aminotran_5,PF00266,1.6e-08,34.5
NP_418239.1,Polysacc_synt,PF01943,3.2e-08,33.9
NP_418239.1,Polysacc_synt_3,PF13440,1.8e-06,28.0
NP_418241.1,WzyE,PF06899,6.9e-274,909.2
NP_418242.1,Glyco_tran_WecG,PF03808,1.3e-53,181.8
NP_418245.1,Sulfatase,PF00884,9e-72,242.5
NP_418246.1,HemY_N,PF07219,2.9e-35,121.2
NP_418246.1,TPR_2,PF07719,1.4e-07,31.6
NP_418246.1,TPR_14,PF13428,2.6e-07,31.3
NP_418246.1,TPR_19,PF14559,1.4e-05,25.9
NP_418247.1,HemX,PF04375,4e-108,361.1
NP_418248.1,HEM4,PF02602,2.3e-41,142.0
NP_418250.1,Adenylate_cycl,PF01295,9.4e-89,296.8
NP_418250.1,Adenyl_cycl_N,PF12633,3.4e-82,275.8
NP_418250.1,Adenylate_cycl_4th,PF26691,1.3e-73,247.0
NP_418250.1,Adenylate_cycl_C,PF26693,1.5e-38,131.8
NP_418250.1,Adenylate_cycl_3rd,PF26690,1.3e-28,99.7
NP_418251.1,Frataxin_Cyay,PF01491,6e-29,100.9
NP_418254.2,DAP_epimerase,PF01678,3.5e-76,253.6
NP_418255.1,DUF484,PF04340,4.5e-90,301.8
NP_418256.1,Phage_integrase,PF00589,2.8e-58,197.1
NP_418256.1,Phage_int_SAM_1,PF02899,1e-26,93.6
NP_418257.1,Hydrolase,PF00702,3.2e-21,77.2
NP_418257.1,HAD_2,PF13419,7.5e-11,42.9
NP_418257.1,Hydrolase_like,PF13242,1.8e-08,34.7
NP_418258.1,UvrD-helicase,PF00580,1.3e-94,317.4
NP_418258.1,UvrD_C,PF13361,9.9e-85,285.7
NP_418258.1,AAA_19,PF13245,3.5e-23,82.9
NP_418258.1,PcrA_UvrD_tudor,PF21196,1.9e-14,53.8
NP_418258.1,UvrD_C_2,PF13538,2.8e-08,34.1
NP_418258.1,AAA_30,PF13604,2.7e-07,31.1
NP_418260.1,CorA,PF01544,8.1e-52,176.9
NP_418261.1,DUF2628,PF10947,4.1e-10,40.6
NP_418264.4,4HBT,PF03061,3.6e-13,50.2
NP_418264.4,4HBT_3,PF13622,3.7e-08,34.1
NP_418265.1,PLA1,PF02253,2.9e-90,302.9
NP_418271.1,EamA,PF00892,2.2e-22,80.4
NP_418272.1,LysR_substrate,PF03466,3.5e-48,164.3
NP_418272.1,HTH_1,PF00126,4.4e-18,65.6
NP_418273.1,Meth_synt_2,PF01717,4.7e-174,578.8
NP_418273.1,Meth_synt_1,PF08267,1.2e-133,446.0
NP_418275.1,PNP_UDP_1,PF01048,1.2e-39,136.7
NP_418276.1,RmuC,PF02646,5.6e-110,367.6
NP_418278.1,SCP2,PF02036,9.9e-23,81.0
NP_418279.1,ABC1,PF03109,3.6e-78,262.7
NP_418279.1,UbiB_N,PF27536,1.5e-30,105.2
NP_418280.4,TatA_B_E,PF02416,6.8e-13,48.6
NP_418282.1,TatC,PF00902,9.9e-75,251.5
NP_418284.1,NusG,PF02357,5.4e-22,78.7
NP_418285.1,UbiD,PF01977,3.9e-84,281.5
NP_418285.1,UbiD_C,PF20696,2.4e-47,160.6
NP_418285.1,UbiD_N,PF20695,3.4e-30,104.5
NP_418286.1,NAD_binding_1,PF00175,1.1e-26,94.2
NP_418286.1,FAD_binding_6,PF00970,3.5e-05,24.7
NP_418288.1,3HCDH_N,PF02737,3.1e-61,207.0
NP_418288.1,ECH_1,PF00378,3.9e-37,128.5
NP_418288.1,3HCDH,PF00725,5.7e-35,120.3
NP_418288.1,ECH_2,PF16113,4.2e-21,76.4
NP_418289.1,PepQ_N,PF21216,1.2e-62,210.8
NP_418289.1,Peptidase_M24,PF00557,1.1e-43,150.0
NP_418290.4,Impact_N,PF01205,1.1e-34,119.2
NP_418290.4,DUF1949,PF09186,3.3e-15,56.3
NP_418292.1,Flavodoxin_5,PF12724,9.6e-54,182.2
NP_418292.1,Flavodoxin_1,PF00258,2e-05,25.4
NP_418293.2,MobB,PF03205,3.3e-48,163.5
NP_418294.1,NTP_transf_3,PF12804,3.3e-39,135.2
NP_418295.1,DUF1040,PF06288,1.8e-44,150.6
NP_418296.1,APH,PF01636,4.1e-45,155.0
NP_418297.1,DSBA,PF01323,4e-33,115.4
NP_418297.1,Thioredoxin_4,PF13462,4.1e-09,37.4
NP_418298.4,DUF945,PF06097,8.5e-109,365.2
NP_418299.1,Acyltransferase,PF01553,2.1e-13,50.8
NP_418300.1,DNA_pol_A,PF00476,8.3e-171,568.7
NP_418300.1,5_3_exonuc_N,PF02739,6.6e-60,202.1
NP_418300.1,DNA_pol_A_exo1,PF01612,2.3e-43,148.6
NP_418300.1,5_3_exonuc,PF01367,4.8e-32,110.9
NP_418300.1,DNA_polI_exo1,PF22619,3.6e-11,43.6
NP_418301.3,MMR_HSR1,PF01926,7e-19,68.6
NP_418301.3,RsgA_GTPase,PF03193,1.6e-08,35.1
NP_418302.1,YihI,PF04220,3.9e-55,186.5
NP_418303.2,Radical_SAM,PF04055,6.5e-25,88.8
NP_418303.2,HemN_C,PF06969,3e-09,37.4
NP_418304.1,Sigma54_activat,PF00158,1.4e-72,243.4
NP_418304.1,Response_reg,PF00072,4.9e-32,111.0
NP_418304.1,AAA_lid_14,PF25601,5.9e-26,90.7
NP_418304.1,Sigma54_activ_2,PF14532,1.6e-18,67.9
NP_418304.1,HTH_8,PF02954,4.9e-14,52.4
NP_418304.1,AAA_5,PF07728,4.1e-08,33.9
NP_418304.1,AAA_2,PF07724,3.2e-06,27.9
NP_418305.1,HATPase_c,PF02518,2.8e-21,76.6
NP_418305.1,HisKA,PF00512,5.1e-15,55.9
NP_418305.1,PAS,PF00989,3.7e-08,33.9
NP_418305.1,PAS_4,PF08448,6.2e-05,23.8
NP_418306.1,Gln-synt_C,PF00120,4.1e-142,473.9
NP_418306.1,Gln-synt_N,PF03951,1.8e-33,114.6
NP_418308.1,UTRA,PF07702,1.1e-21,77.7
NP_418308.1,GntR,PF00392,1.3e-19,70.2
NP_418309.1,AP_endonuc_2,PF01261,6.4e-09,36.5
NP_418310.1,MFS_1,PF07690,1.1e-26,94.2
NP_418311.1,KdgM,PF06178,3.5e-91,305.4
NP_418311.1,BBP2,PF07642,1.6e-07,31.5
NP_418313.4,MFS_2,PF13347,9.2e-77,259.0
NP_418313.4,MFS_1,PF07690,7e-10,38.9
NP_418314.1,Glyco_hydro_31_2nd,PF01055,7.2e-46,157.6
NP_418314.1,Glyco_hydro_31_3rd,PF21365,9.7e-23,81.0
NP_418314.1,Gal_mutarotas_2,PF13802,9.5e-09,36.4
NP_418315.3,Aldose_epim,PF01263,2.1e-57,195.4
NP_418316.4,GlcNAc_2-epim,PF07221,7.8e-140,466.6
NP_418317.1,DeoC,PF01791,1.3e-57,195.7
NP_418318.1,NAD_binding_2,PF03446,1.3e-48,165.7
NP_418318.1,NAD_binding_11,PF14833,1.3e-24,87.4
NP_418318.1,F420_oxidored,PF03807,4e-08,34.3
NP_418319.2,PfkB,PF00294,1.6e-69,235.2
NP_418320.2,DeoRC,PF00455,1.8e-49,168.3
NP_418320.2,HTH_DeoR,PF08220,2.9e-23,81.9
NP_418320.2,HTH_11,PF08279,1.3e-09,38.3
