protein,pfam_name,pfam_accession,full_seq_evalue,full_seq_score,full_seq_bias,best_domain_evalue,best_domain_score,best_domain_bias
NP_418688.1,ADH_N,PF08240,5.5e-25,82.6,1.1,1.4e-24,81.3,0.5
NP_418689.1,SKI,PF01202,1.7e-09,32.9,0.0,3.9e-09,31.7,0.0
NP_418690.4,ADH_zinc_N,PF00107,2.3e-27,90.5,0.0,3.9e-27,89.7,0.0
NP_418690.4,ADH_N,PF08240,7.1e-27,88.7,0.4,1.2e-26,87.9,0.4
NP_418699.4,MFS_1,PF07690,1.6e-50,166.8,46.3,1.5e-36,120.9,14.5
NP_418707.1,ABC_tran,PF00005,1.4e-37,124.3,0.0,2.1e-37,123.7,0.0
NP_418713.1,Sigma70_r2,PF04542,5.6e-15,49.9,0.1,8.1e-15,49.4,0.1
NP_418713.1,Sigma70_r4,PF04545,7.3e-10,33.2,0.0,1.5e-09,32.3,0.0
NP_418718.4,DHDPS,PF00701,1.6e-113,373.2,0.0,1.8e-113,373.0,0.0
NP_418721.1,Ribul_P_3_epim,PF00834,6e-77,252.4,0.0,6.8e-77,252.3,0.0
NP_418726.1,Methyltransf_25,PF13649,2.3e-12,42.4,0.1,4.4e-12,41.5,0.1
NP_418727.1,Acetyltransf_1,PF00583,9.7e-14,46.6,0.0,1.5e-13,46.0,0.0
NP_418732.1,Phage_integrase,PF00589,4.5e-60,197.2,0.0,5.2e-60,197.1,0.0
NP_418733.1,Phage_integrase,PF00589,1.3e-57,189.2,0.3,1.5e-57,189.0,0.3
NP_418747.1,LysR_substrate,PF03466,2.5e-28,93.8,0.1,3.6e-28,93.3,0.1
NP_418747.1,HTH_1,PF00126,6.1e-18,59.6,0.9,2.3e-17,57.7,0.1
NP_418748.1,Amidohydro_1,PF01979,1.6e-11,38.9,0.0,6.5e-08,27.0,0.0
NP_418752.1,MFS_1,PF07690,5.8e-20,66.4,60.5,5.8e-20,66.4,60.5
NP_418757.1,MFS_1,PF07690,5.8e-33,109.1,44.1,5.8e-33,109.1,44.1
NP_418760.1,Aminotran_1_2,PF00155,4.6e-40,132.8,0.0,6.2e-40,132.3,0.0
NP_418766.4,AAA,PF00004,7.8e-08,27.8,0.0,1.7e-07,26.7,0.0
NP_418770.2,ResIII,PF04851,2.8e-38,126.3,0.0,2.8e-38,126.3,0.0
NP_418770.2,DEAD,PF00270,3.3e-13,44.6,0.4,1.9e-11,38.9,0.1
NP_418770.2,Helicase_C,PF00271,1.5e-11,39.5,1.4,2.4e-11,38.8,0.1
NP_418775.1,HAMP,PF00672,4.1e-14,47.6,3.0,1.8e-13,45.6,0.2
NP_418776.1,MFS_1,PF07690,8.5e-64,210.5,42.7,2.2e-61,202.6,37.6
NP_418778.4,ADH_N,PF08240,2.5e-30,99.8,1.1,5.3e-30,98.7,1.1
NP_418778.4,ADH_zinc_N,PF00107,2.2e-27,90.5,0.0,4e-27,89.7,0.0
NP_418781.1,Bac_DnaA,PF00308,2.8e-08,29.0,0.0,3.5e-08,28.7,0.0
NP_418781.1,AAA,PF00004,4.3e-08,28.6,0.1,7e-08,27.9,0.1
NP_418788.1,MTS,PF05175,9.2e-65,212.3,0.0,1.3e-64,211.7,0.0
NP_418788.1,Methyltransf_25,PF13649,4.4e-13,44.8,0.2,1.3e-12,43.3,0.0
NP_418790.1,Acetyltransf_1,PF00583,8.1e-24,79.1,0.0,9.8e-24,78.8,0.0
NP_418791.1,Hydrolase,PF00702,1.1e-27,92.6,0.0,1.3e-27,92.4,0.0
NP_418791.1,HAD_2,PF13419,1.1e-19,66.1,0.0,1.6e-19,65.5,0.0
NP_418792.1,GTP_EFTU,PF00009,4.4e-50,164.8,0.0,7.4e-50,164.1,0.0
NP_418792.1,GTP_EFTU_D2,PF03144,2.1e-15,51.9,0.1,5.8e-15,50.5,0.1
NP_418792.1,MMR_HSR1,PF01926,6.3e-07,24.5,0.0,2e-06,22.9,0.0
NP_418796.1,Radical_SAM,PF04055,2.8e-16,55.0,0.8,8.7e-16,53.4,0.8
NP_418801.1,PNP_UDP_1,PF01048,3.1e-41,136.2,1.3,3.6e-41,136.0,1.3
NP_418803.1,BPL_LplA_LipB,PF03099,3e-11,38.3,0.0,5.6e-11,37.4,0.0
NP_418805.1,Hydrolase,PF00702,1.2e-21,72.9,0.7,2.3e-21,72.0,0.7
NP_418805.1,Hydrolase_3,PF08282,1.4e-16,55.9,0.1,5e-15,50.8,0.1
NP_418806.1,ChlI,PF13541,3.6e-11,38.0,0.0,7.4e-11,37.0,0.0
NP_418806.1,DnaB_C,PF03796,3.5e-10,34.6,0.3,6.5e-07,23.9,0.0
NP_418807.4,HTH_3,PF01381,3.4e-11,38.0,0.0,1.1e-10,36.4,0.0
NP_418807.4,CTP_transf_like,PF01467,7.6e-07,24.3,0.1,2.1e-05,19.7,0.0
NP_418808.1,ABC_tran,PF00005,9.1e-61,199.4,0.0,3.5e-31,103.6,0.0
NP_418808.1,ABC_tran_Xtn,PF12848,1.1e-13,46.1,8.4,1.1e-12,42.9,3.6
NP_418808.1,MMR_HSR1,PF01926,7e-07,24.3,0.1,0.0021,13.1,0.0
NP_418812.1,His_Phos_1,PF00300,3.5e-59,194.7,0.9,3.9e-59,194.5,0.9
NP_418815.1,Response_reg,PF00072,3.8e-29,96.1,0.0,5.9e-29,95.5,0.0
NP_418815.1,Trans_reg_C,PF00486,7e-26,85.1,0.0,1.2e-25,84.3,0.0
NP_418816.1,HATPase_c,PF02518,4.6e-24,80.0,0.0,8.8e-24,79.1,0.0
NP_418816.1,HisKA,PF00512,2.2e-16,54.6,0.1,4.9e-16,53.6,0.1
NP_418816.1,HAMP,PF00672,7.2e-13,43.7,0.7,3.6e-09,31.8,0.0
NP_418818.1,Response_reg,PF00072,1.2e-29,97.7,0.2,2.8e-29,96.5,0.1
NP_418818.1,Trans_reg_C,PF00486,1.2e-20,68.3,0.0,2.4e-20,67.4,0.0
NP_418820.1,SpoU_methylase,PF00588,1.8e-29,97.6,0.0,2.7e-29,97.0,0.0
YP_009518746.1,LysR_substrate,PF03466,3.1e-16,54.3,0.0,3.3e-16,54.2,0.0
YP_009518751.1,DNA_pol3_delta2,PF13177,2e-45,149.6,0.0,3.2e-45,148.9,0.0
YP_009518751.1,AAA,PF00004,1.6e-13,46.2,0.1,9.1e-13,43.8,0.0
YP_009518751.1,RuvB_N,PF05496,4e-08,28.1,0.0,3e-06,22.0,0.0
YP_009518786.1,MFS_1,PF07690,5.3e-39,129.0,55.5,1.8e-31,104.2,33.4
YP_009518822.1,RNase_PH,PF01138,3.7e-32,106.4,0.0,5.4e-32,105.9,0.0
YP_009518822.1,RNase_PH_C,PF03725,3.3e-16,54.0,0.8,5.8e-16,53.2,0.8
YP_010051172.1,Transgly,PF00912,2.7e-58,191.2,0.0,4.3e-58,190.6,0.0
YP_010051172.1,Transpeptidase,PF00905,3.8e-26,86.9,0.0,9.5e-26,85.6,0.0
YP_010051194.1,AAA_2,PF07724,4.4e-74,242.9,0.0,5.7e-72,236.1,0.0
YP_010051194.1,AAA_lid_9,PF17871,9.8e-37,120.0,4.7,9.8e-37,120.0,4.7
YP_010051194.1,ClpB_D2-small,PF10431,5.1e-31,101.5,0.3,5.1e-31,101.5,0.3
YP_010051194.1,AAA,PF00004,1e-28,95.3,0.1,7.4e-15,50.5,0.0
YP_010051217.1,AAA,PF00004,3e-08,29.1,0.0,6.3e-08,28.1,0.0
YP_010283911.1,HATPase_c,PF02518,3.2e-20,67.6,0.6,1.2e-19,65.7,0.2
YP_010283915.1,IF-2,PF11987,5.1e-45,147.2,3.5,1.6e-44,145.5,3.5
YP_010283915.1,GTP_EFTU,PF00009,4.3e-41,135.5,1.3,3.2e-39,129.4,1.3
YP_010283915.1,IF2_N,PF04760,4.3e-17,56.7,1.3,1.1e-16,55.3,1.3
YP_010283915.1,GTP_EFTU_D2,PF03144,2.6e-14,48.4,9.2,1.6e-11,39.5,1.3
YP_010283915.1,MMR_HSR1,PF01926,1.5e-12,42.6,0.1,4.7e-12,41.0,0.1
YP_010283916.1,IF-2,PF11987,5.1e-45,147.1,3.5,1.6e-44,145.5,3.5
YP_010283916.1,GTP_EFTU,PF00009,4.5e-41,135.4,1.3,3.1e-39,129.4,1.3
YP_010283916.1,IF2_N,PF04760,4.2e-17,56.7,1.3,1.1e-16,55.3,1.3
YP_010283916.1,GTP_EFTU_D2,PF03144,2.6e-14,48.4,9.3,1.6e-11,39.5,1.3
YP_010283916.1,MMR_HSR1,PF01926,1.5e-12,42.6,0.1,4.6e-12,41.0,0.1
YP_025293.1,MFS_1,PF07690,3.9e-43,142.6,72.8,4.8e-28,92.9,36.4
YP_025294.2,TPP_enzyme_C,PF02775,5.8e-57,186.7,0.2,6.4e-55,180.0,0.0
YP_025294.2,TPP_enzyme_N,PF02776,3.3e-42,138.0,4.1,5.4e-42,137.3,1.9
YP_025300.1,ABC_tran,PF00005,1.8e-31,104.5,0.0,2.4e-31,104.1,0.0
YP_025306.1,MFS_1,PF07690,9.7e-49,161.0,43.5,9.7e-49,161.0,43.5
YP_025307.1,MatE,PF01554,2.6e-76,249.7,26.2,9.6e-42,137.4,5.5
YP_026168.2,BPD_transp_1,PF00528,5.1e-16,53.8,12.3,5.1e-16,53.8,12.3
YP_026169.1,Aminotran_5,PF00266,1.7e-91,301.8,0.0,2e-91,301.6,0.0
YP_026170.1,GATase_5,PF13507,4.8e-110,361.6,0.0,7e-110,361.1,0.0
YP_026170.1,AIRS_C,PF02769,1.8e-51,169.3,2.9,8.3e-33,108.7,0.1
YP_026170.1,FGAR-AT_linker,PF18072,2.8e-24,80.4,0.0,8.2e-24,78.9,0.0
YP_026171.3,CNNM,PF01595,1.9e-55,182.3,4.2,2.7e-55,181.8,4.2
YP_026171.3,CorC_HlyC,PF03471,6.7e-21,69.1,0.3,2.2e-20,67.5,0.1
YP_026171.3,CBS,PF00571,2e-10,35.8,0.4,5.7e-08,28.0,0.0
YP_026172.1,SMC_N,PF02463,1e-20,69.0,0.0,2.7e-20,67.6,0.0
YP_026173.1,MMR_HSR1,PF01926,2.1e-17,58.3,0.0,3.2e-17,57.6,0.0
YP_026183.1,FAD_binding_4,PF01565,8.4e-38,124.2,1.6,1.5e-37,123.3,1.6
YP_026185.1,OTCace_N,PF02729,1.9e-25,84.6,0.0,4.4e-25,83.5,0.0
YP_026185.1,OTCace,PF00185,3.6e-21,70.8,0.0,1.1e-20,69.2,0.0
YP_026187.1,ADH_zinc_N,PF00107,6e-19,63.2,0.1,1.1e-18,62.4,0.1
YP_026187.1,ADH_N,PF08240,1.1e-10,36.7,0.0,2.2e-10,35.7,0.0
YP_026188.1,Transketolase_N,PF00456,8.1e-177,582.0,0.2,1.3e-176,581.4,0.2
YP_026188.1,Transket_pyr,PF02779,1.4e-54,179.3,2.0,1.5e-54,179.2,0.0
YP_026188.1,Transketolase_C,PF02780,1.7e-22,74.6,0.1,3.9e-22,73.4,0.1
YP_026191.1,FAD_binding_4,PF01565,3e-19,64.1,0.0,5.3e-19,63.3,0.0
YP_026196.1,Radical_SAM,PF04055,1.5e-13,46.2,0.0,7.5e-13,43.9,0.1
YP_026207.1,HATPase_c,PF02518,8.7e-34,111.3,0.1,2.2e-33,110.0,0.1
YP_026207.1,Response_reg,PF00072,1.7e-24,81.1,0.2,3.6e-24,80.1,0.2
YP_026207.1,HisKA,PF00512,1.2e-19,65.1,3.5,3.2e-19,63.8,0.1
YP_026209.1,BPD_transp_1,PF00528,4.1e-18,60.7,33.6,1.5e-16,55.6,26.8
YP_026211.1,DNA_processg_A,PF02481,1.3e-73,241.6,0.0,1.8e-73,241.2,0.0
YP_026215.2,SKI,PF01202,2.9e-61,201.1,0.6,3.3e-61,201.0,0.6
YP_026216.2,GreA_GreB_N,PF03449,1.4e-28,94.0,0.5,1.9e-28,93.5,0.5
YP_026216.2,GreA_GreB,PF01272,2e-25,83.6,0.0,3.1e-25,83.0,0.0
YP_026225.1,ABC_tran,PF00005,6.3e-62,203.1,0.0,1.7e-31,104.6,0.0
YP_026231.1,Aminotran_1_2,PF00155,7.8e-25,82.7,0.0,4.4e-24,80.2,0.0
YP_026241.1,DNA_gyraseB,PF00204,2e-60,198.2,0.1,5e-60,196.9,0.1
YP_026241.1,DNA_gyraseB_C,PF00986,2.4e-33,109.1,0.2,5.9e-33,107.9,0.2
YP_026241.1,Toprim,PF01751,8e-21,69.0,0.0,2.3e-20,67.6,0.0
YP_026241.1,HATPase_c,PF02518,1.3e-19,65.7,0.2,3e-19,64.5,0.2
YP_026246.1,HTH_1,PF00126,2.1e-23,77.0,1.9,3.8e-23,76.2,1.9
YP_026246.1,LysR_substrate,PF03466,9.8e-15,49.4,0.1,3.5e-14,47.6,0.1
YP_026247.1,Aminotran_4,PF01063,1.1e-53,177.4,0.0,1.3e-53,177.1,0.0
YP_026251.1,UvrD-helicase,PF00580,9.2e-94,309.0,0.0,1.6e-93,308.2,0.0
YP_026251.1,UvrD_C,PF13361,4.9e-82,271.1,0.1,2.3e-81,268.8,0.1
YP_026255.1,Epimerase,PF01370,1.2e-76,252.2,0.0,1.5e-76,251.9,0.0
YP_026256.2,Acetyltransf_1,PF00583,3.6e-08,28.7,0.5,9.1e-08,27.4,0.4
YP_026259.1,Radical_SAM,PF04055,1e-19,66.3,0.0,1.6e-19,65.6,0.0
YP_026262.1,EamA,PF00892,4e-24,80.4,38.7,2.9e-16,54.9,14.7
YP_026263.3,DEAD,PF00270,7.6e-31,102.0,0.0,8.5e-28,92.1,0.0
YP_026263.3,Helicase_C,PF00271,1.6e-29,97.4,0.0,4.9e-25,82.9,0.0
YP_026263.3,ResIII,PF04851,7.7e-07,24.1,0.0,1.6e-06,23.0,0.0
YP_026267.1,Hydrolase_3,PF08282,6.2e-63,207.8,0.0,7e-63,207.6,0.0
YP_026267.1,Hydrolase,PF00702,2.1e-13,46.0,0.3,9.1e-08,27.6,0.0
YP_026269.1,Methyltransf_25,PF13649,2.2e-26,87.4,0.0,4.7e-26,86.3,0.0
YP_026271.1,TatD_DNase,PF01026,2.2e-76,251.5,0.0,2.4e-76,251.3,0.0
YP_026272.1,ketoacyl-synt,PF00109,1.1e-07,26.6,0.8,1.1e-07,26.6,0.8
YP_026274.1,GTP_EFTU,PF00009,5.5e-62,203.6,0.1,9.2e-62,202.9,0.1
YP_026274.1,EFG_C,PF00679,1.3e-24,81.0,0.0,2.9e-24,79.9,0.0
YP_026274.1,GTP_EFTU_D2,PF03144,2.2e-13,45.4,3.7,6.6e-13,43.9,3.7
YP_026274.1,MMR_HSR1,PF01926,3.8e-08,28.4,0.2,3.9e-07,25.2,0.0
YP_026275.1,MFS_1,PF07690,2.6e-14,47.8,38.1,1.3e-07,25.7,16.0
YP_026278.1,PEP-utilizers,PF00391,7.9e-17,55.6,0.0,2.1e-16,54.2,0.0
YP_026280.1,NUDIX,PF00293,1.5e-21,71.7,1.2,2.5e-21,71.1,0.0
YP_026282.1,ABC_tran,PF00005,8.8e-37,121.7,0.0,1.2e-36,121.3,0.0
YP_026286.1,ABC_tran,PF00005,1.1e-58,192.6,0.0,1.5e-36,121.0,0.0
YP_026287.1,Acetyltransf_1,PF00583,1.2e-21,72.1,0.1,1.5e-21,71.8,0.1
YP_026291.2,TatD_DNase,PF01026,9.5e-78,256.0,0.0,1.1e-77,255.8,0.0
YP_588462.1,EamA,PF00892,6.4e-12,40.9,9.7,1.1e-11,40.2,9.7
